i,RA,Dec,pm_RA,pm_Dec,prlx,V_rad,t,u,v,w
173517894730908064182386282679742528084,329.0748825617807,78.91588584375157,0.5737047740990255,-805.5652957176593,100,19.908998620959174,11.398938776359758,113.5641659284923,-223.07683162222284,20.828397463774905
100394173192294957291786063038801589045,334.99988002333623,42.21498730979363,-1079.9654251941047,-3215.6237682656106,100,19.70845348489671,12.474766874645194,-10.737927389841277,-232.06737696901197,-48.523431292487956
108030375057106021603919572944322284773,326.07996565410616,-15.151578331266649,2003.7680218653882,1055.7987058097126,100,15.058134647742824,11.851688771314869,-38.00294622834177,-208.6019063199057,18.06494275173746
300464306711285926057135086237617449588,319.20331290963736,51.12260257787335,1064.7420667367503,-1002.1719979012137,100,-47.90727495592746,9.958280225153368,-50.26116482782775,-61.37312433739968,-29.42210656772966
55045280194873252499167484812909208204,304.5789098139742,-13.41435950880043,-62.87566779736875,-25.174963323025008,100,-110.23153507042358,5.412459366333064,-4.04590328764417,-5.469719805108423,2.3956433866933002
61728257582898744676842438000139530042,356.7698171427942,-41.543126660447406,-165.8965424229518,-82.43680542388702,100,-53.73488644688743,10.686646139173993,12.327725648726593,-30.119862050346033,-27.141182050132397
108335055239777575648822721529686581866,141.2903092680091,-79.51374703861492,2.7120962590349427,-235.74041581187006,100,19.775287735543458,9.489611868374428,25.012309036510963,-3.666053710081609,5.368898338788517
283308462847530874496932557507132016827,269.95075748891776,-73.92584323577599,227.09571561444508,-371.78014473909377,100,12.319429544043228,10.054293259786387,-31.51390009032655,-10.474250871976654,-24.451398870229745
128279850460079454773446672574928292864,358.3759838317433,23.779424107540393,242.012847028103,-251.1806241124644,100,-85.00604161979925,9.33641709147526,19.420331501822336,-17.203919225677282,-0.8411869481247146
75573910968408661999355143896661513885,81.82269753958887,68.93002706604739,107.55588277752875,-141.44606115847574,100,-30.45569377784264,10.53986793735194,17.681666280175065,-6.56187910624493,-11.10136338154654
143482027809816136627291651459256801811,327.8931130935353,-22.667783516460744,-577.115272806628,-180.12677764503758,100,61.49072251337044,10.892120398306881,-26.31739786896868,35.263645084401375,-27.062792913953093
285033781299665769612851080784421678981,139.46616084673514,-41.89194172729772,1875.7997083210828,4462.693971858109,100,-59.06125408981663,12.411417527976665,44.73713659736416,-351.80858836902746,41.03607496528751
2353710910353883216088448538139485164,135.63169512743832,-54.367002336313696,-420.51634013736464,-314.7918901123294,100,2.4138003005060455,5.93771214528252,12.070360421862885,-37.58480498203745,-3.8601712780582402
280418329573377614161182538624392710089,152.9845361915487,89.71618601495197,-1495.1942923541017,3292.8861285138823,100,49.04450215567474,12.67045627748255,-0.7975784869485877,-269.7356971798922,63.13277482673949
206569926532097433437151787571674997318,308.87178027814747,-11.743018777708542,402.4064060473389,1711.3383588448012,100,-21.373456466851472,12.455303593555504,-44.56092065370439,-211.108574699218,-22.43587348407349
19786078975408847194465399773068189572,139.3807512850855,-65.77274049192576,1060.7327959464662,-899.3084813709107,100,35.48015118512592,12.962454458575184,-7.937717099339901,-308.19290316884553,2.6041611755438074
82993800796693972930182707244907974343,228.94598618916572,-46.24357408300942,-405.4226494883487,-701.8421738715247,100,-45.024624866045066,10.397720693465297,-24.522427033340517,-26.59661830655789,64.85363677701238
47158473053673695062446943920295422984,303.5822869887425,-46.59786529799081,-104.14116249423162,-694.6608194012598,100,14.61849528094934,10.238230779731891,5.811782982577048,-52.28568493414781,39.31009586902626
329289689344135605794450725538976549073,141.13749821399722,69.30659435735856,-323.33515425547546,145.1029217543266,100,42.70831202791637,6.161958738398896,-12.746792247134156,-29.098032269064188,10.580627628167385
164113908403456103500546747461313759277,67.8321394684389,-54.00047701550786,-2525.8651346003808,-1023.6412696485476,100,-3.902909704622611,11.834201048821377,169.57842933835673,-173.37041058195513,-20.098727990865257
293452790132957976912132908832052212195,122.06169782630458,64.88354362434856,21.18967174303118,-129.8566500801525,100,2.4364831049798394,9.770538509055404,29.77375554695722,-26.127693558921084,11.202417946304578
15139558063245158656535708691549626635,218.0958312664389,85.089084999423,669.2230988077554,389.3409688508409,100,-64.02445112034559,12.845497567997008,-61.880227882902716,-189.33719083150956,35.136172032850794
140685547474583787231337910747502859674,316.2459297406939,62.020747257042444,541.2206187645652,316.893129634634,100,-50.72743178983876,6.384954169589011,30.32963734004476,11.844615381848346,13.299006566609748
117765844834791078992975472598725459583,291.14569853054473,38.074983471270485,-874.07094262726,523.3519450587212,100,42.52547930476563,11.005108291701228,-9.286220213554603,-147.0378079247788,-24.16784524664895
100482523506672392877416547275605357138,280.20364886168693,45.20263960977286,-335.62089020118947,-381.72673905230164,100,14.821992361088279,9.279316731178682,12.836388994659721,-25.773113060735575,-19.52940772044912
157940702538458046642211283289473138107,129.23971628100406,-19.968879908405,-2829.8955568551096,2169.826082377738,100,49.950670233951996,12.753781722720065,51.38728995544578,-282.1848978349405,14.987985097586947
145904028505385601470403022665947718840,108.62280643729167,54.33614540622287,-315.9286145224155,249.43916529579977,100,-64.2006782485861,3.3080545551654064,-20.927910228105535,26.14097583476639,5.148220922587317
154866474597701092298577352881003617667,236.9863405283286,-33.481635665450355,-132.72930456530514,382.1593145002746,100,39.30137147450583,9.015824718617532,4.43792191888339,-27.40502331021846,-0.6826933905709993
225312129295749817891009572236884269957,278.4186905148953,3.6763738019622423,-737.6853125907968,-1276.9194584925167,100,61.907251296477504,11.96863213426385,-16.80741740117401,-125.62397089684077,37.46547871802916
12553482763141531089873312952394705742,252.12940994118196,-48.6809423514767,414.93364125035316,-20.979579025868315,100,-13.990923931477045,10.807263300185461,47.608252589911444,32.55674760650352,-66.90505591599772
180718625389600945845724731211423193698,316.6141957878069,25.298898963053546,-2948.1940613705056,-103.95443902982984,100,30.92562345891199,11.827137480380074,-70.26069759636083,-289.6681443667994,-70.26067932743484
171599641739468054631631537007302846464,113.56029362841709,87.38284677709785,-13.557281668645823,119.6928177389221,100,-36.99970957977318,2.511398527805163,15.025615793302318,16.129457874367986,16.382304057024736
161372693174280717736666139122905889377,317.28519276608773,26.62680655737546,-54.557439281199294,-36.90891897825118,100,26.681770916264863,3.101299949495655,3.172989250519043,-5.8400204045711535,-8.165298836344157
217009068671752508876840097699407508548,305.04945626453383,-51.481456164148106,-1050.7051667850758,756.1272913053107,100,-43.704770442971224,11.036999766112514,-7.134373888176526,-120.82955711248151,79.96861177163441
335024459113933510632570097363707865382,164.54307715365596,24.215999891014917,-408.30040853701615,278.8666877996714,100,-5.803654852343525,9.085437684109547,-17.58543810691466,30.118865237855708,-20.739572366840815
310427719001618922782962835593964054199,104.48028675253342,-81.40684315232801,225.81220089080145,167.7666656895264,100,43.08066321178761,8.546304704756881,-8.36106309175593,17.448742309318085,10.496845152851769
63545024725181902705550769475706704307,29.014708883302568,-43.07566165496719,-298.2318103582809,-1034.0239655440964,100,-13.67634467104172,11.731372589078301,-77.8938024684248,-180.46550727850217,1.6288632729298937
254223700314441793461172129475952831608,164.48932198193233,-51.77432032450382,471.1790237000576,-2218.969854268954,100,-114.27780678463984,11.655578376044051,-10.82657602619316,-159.4696757439981,-15.175234052918974
18637468124395826426227657449000348650,182.51229742582308,-47.79819235565659,-6.937788515528164,-182.78863833229514,100,3.84394404399373,10.832474883716808,-23.951685541791363,-13.590289909413539,10.080184306620788
105449977359108547548842375039081119240,147.56997275305244,62.06187522685991,174.89935307516444,-42.68599384208622,100,90.35334878026336,3.936781506424217,-13.02329695507038,20.62474390505979,4.3524185022988355
275759035884372161922857484683592588844,210.8300265901209,80.91160770978547,-165.0558779343071,-213.09617890250644,100,99.58512330168638,10.241613867658156,5.967080505426115,-14.317513001329138,-43.85138973995633
47268521546131816521073864761686977677,52.62923800878638,-58.82292622599229,-953.8278165185646,-1029.3000559835682,100,-69.50724214080363,9.281439075196431,-36.56801980841268,-71.12806734650137,36.43370216356785
162194119404275246030628752855984342796,260.86345631242114,-40.493297171918364,224.82298087858985,-296.377099389405,100,-88.72317665249273,11.482030338015651,-67.34548620545252,9.231308217111746,6.405827635266466
330825795733949629681777951698190227257,317.3132890514826,-43.91648432167464,-35.39368955579349,-27.044561533418328,100,27.958144934751,8.310627141020987,10.801347383863371,-3.4657713964925048,-2.0393994794803123
320553932891393828267202858511349627294,294.5270112230481,-78.01804221898765,929.6816584254767,1566.3726730306519,100,59.19646364404936,11.473540847762663,100.47381859070164,-331.6926615495955,-11.571798466592561
305094781374708342555226340752556816017,147.62914931212617,67.05764696917802,16.071475566082956,348.0596327209193,100,81.96873300819463,9.517985531675064,46.041458781719015,-0.601792158221496,14.69390975691849
249007085317000205650445906287479178422,230.2128397339713,32.26189418440812,-1241.0196174562725,-259.1546530948018,100,-15.664301214948859,10.981458847217294,85.85479270503609,-4.3159625240914465,30.961451455228115
161976621322262956611963045974808423990,95.21690215551841,-20.247613554938,-215.54738234910621,5.715300868096257,100,-11.84228317398161,1.4922010900206761,-16.721772302655285,-7.112337436864236,0.798662766208949
301369595611864443295120429446507582814,145.90071174207546,84.38170129991988,847.4948165478249,274.00475439819644,100,22.697786599724445,6.963358726787069,42.812933755292725,-41.861172201745866,4.115270512502879
339233942277967096242099042163943665195,185.7578709009872,-46.986276703214784,-1725.6223493580624,-172.01402057767885,100,-22.745017401048333,12.048919475695751,73.35597193204339,-136.78281320891963,39.74903181939476
85457355641285275798358114401272337181,58.543664580922766,59.80619226652075,188.40539540693132,188.72514628005123,100,34.30061301318978,8.37572080990851,8.267065368254631,12.709645477667797,-16.973344714627316
120089815975110484390361505671795756692,263.51125614878515,71.28730439232166,-96.13693744147682,-19.197053167501156,100,46.46817912420447,0.8259177297360143,-2.019640693584041,12.48301418791347,11.610988622044744
130242276550132316901170115621347748580,358.7255609512258,-82.00227541797477,2481.6721980404495,-866.919924207666,100,114.72771650626947,11.045667942722519,-36.336985677120516,-359.66969259233406,1.9454717401973352
196554698825831610847078675387050258905,335.9543956691967,-69.8046831896495,-1450.389599462816,-441.6340727056945,100,-79.85255158819233,11.232750833161102,-22.15914483896883,-147.12863396418447,-1.8969088223364299
146447973174724845823793204017248611254,42.494599623134555,20.616657757935883,709.2596981429415,-1402.917647812305,100,-42.24265624824394,11.168397279792075,-34.993273066032934,-85.27925284149003,34.15337757767476
173163129895900273588069269252629034228,346.75801217495984,86.9349461504334,631.0836393308686,-183.31845077587184,100,23.608354400367126,11.936848145547149,29.74818363551866,-34.53423884186708,69.07811501729923
71074603579114200271976118702527061108,109.54774276034104,-38.14847111045912,308.21650471712877,294.41176932890556,100,-27.511542761233983,4.069517589649355,4.30591410825072,31.73862460198997,21.84128755901362
290260607552803887160918492987320406875,355.83365675764173,22.516187750936183,62.175268838300845,273.71731296265966,100,59.13695246263789,10.723047468924994,-22.87613316800269,-39.098391458341055,-14.811561396707496
272762353997291401606444495628135528930,132.32339414929908,-40.4786024283726,2475.2359051911626,-243.5593756540481,100,25.92609873377336,12.636509914316933,-16.802341445891223,-293.05414178075034,-32.98907351767714
232870229677617939411887987671220447687,284.16451462601873,-19.84047210335403,57.09362254641655,92.48356542230876,100,-63.337773339737645,7.594756713401258,4.4353232977781545,16.701072456025152,-22.345979898492224
86118297171512371097409756627562033393,156.28460087072872,83.38364744507402,735.1489754016209,-883.6866988748085,100,19.934231191178867,10.678497215987564,-24.543074665598244,-62.020175978538745,16.09426702379007
30774392871397682976090354593294118186,214.10828297957144,83.8865807852024,1694.918843438044,937.0550821968127,100,18.08514602503631,11.692894290020412,11.786604840311162,-189.25274569398735,44.21475382283283
63908621199675846370073788252456416886,219.23691341887806,45.514358574185934,23.479507640211278,10.583715971112785,100,29.759470675835953,7.8261812304518585,-6.537667445480632,6.967580651869422,-15.098209522767716
110197687061641286443103319277233265334,214.2067482583663,17.989639295997748,220.16766639472206,-356.4273711047689,100,40.634834784113394,9.118187456111178,5.7548977215076516,-20.396705014069294,-29.43582960519901
280830100145307158221716701359095235482,178.30654500280374,-29.27518592995755,-897.0635772889807,1474.8145796169827,100,5.383066189518329,12.13605310139018,19.73988067084634,-167.4739265857092,-12.347788770121815
50034974705395516141840032163628660295,285.8963025253161,-0.5617658042338292,-2529.509684959032,91.2096682799952,100,-39.854755640856546,11.43177138205683,68.95806610236153,-264.7659730542158,-37.56539855745381
319367203982347912341492444876086619802,68.74309578327657,59.537360649544695,-222.34403243660944,41.27960588016318,100,67.57212465212709,7.779332255162659,-21.920027691869038,41.69434373820616,-3.830937350689456
206812402745674270103716726295301205366,320.1879107550333,61.75537060558898,75.2871336964412,50.24902797128864,100,52.126950615957476,1.421783156082449,-7.761779595930119,-4.275251036376567,-6.96606448139208
294486138001296977865614012025758749431,281.53063732848085,79.53483631160577,870.4119603933193,442.52319116592327,100,19.477381257380262,9.398340844694456,-45.63272410924273,-25.10473960224379,0.7696491736181879
338746721465924519485001382046689110550,117.2530842357951,-61.19673767470671,-279.81524602811845,-21.66940311268203,100,82.63198470684733,6.909762447894345,20.09807038983977,6.841520255166275,7.420996819982193
75151145002758655082112265452247882530,55.733176694318345,-28.42478182227496,78.73235186246418,-77.84293785835796,100,-21.79549763118005,4.092565668684428,-6.283408747449624,0.8429868781773865,7.574757131932936
194449171044674460515289370468626986244,55.77129300302706,-7.224941818861268,-635.2053083064881,-448.3277289750821,100,-5.9931935805705665,9.542768925668192,51.178838841121966,-3.7923421250205536,-31.73336116570783
310399848489920303403086337212775316698,139.95357639859077,-27.023992063273703,-968.287240202118,-2642.8961375785993,100,7.501309599057611,11.405510197118328,-40.22497013264294,-163.5600843554539,56.84790317738988
30256155992836254583810294504827485236,35.83231170833176,-49.43713646651006,54.53140650684589,-415.0763730035427,100,-19.33570115662392,6.2908541895238725,-8.1073493598185,-31.841592019939604,-12.246402289791881
101819885249884265363167520664838012716,330.9091928621266,67.74348355344608,-449.6471618797966,244.5891339289358,100,-20.294369680513697,8.574817774429297,26.119560204049566,-7.19085948450553,8.975771426578657
254437685574827242374650467214460516293,265.74617563029955,-20.669579379880204,76.1980950330987,-132.76927359782496,100,-18.83803274412526,0.027770552945000082,5.710537878796819,-9.392016992491856,4.646985323019376
148201337203429083552962615072945411853,347.43287168098965,-37.933625314648985,457.13488918651456,299.8900983394946,100,111.01724999996172,0.8177014600425869,18.654320776488657,47.51953567045145,12.818607263179612
241848495727307211868119658518212625527,60.44371185093545,-57.88470337334236,274.2397134060844,-149.34694699180193,100,24.46880808497737,10.510332829892878,-18.09923686320779,6.677945397041533,22.76040725033498
124814909632514647291610328430106038544,266.0111941503134,-10.609622383564542,-2111.9253545358392,3980.8232464227203,100,-66.13836390472699,12.201344887931919,-37.32751459082575,-308.798151850526,11.272861063148044
118184917869972674627310279249808454107,62.99226681274594,-6.393171511723324,-147.2512793997435,286.4200149754821,100,-81.19950235799674,10.191898856148837,-3.293687324028227,14.669173296452108,28.887898455300967
25912002050808738191980472585718244818,168.59896036707312,75.98109309214828,43.07634473154966,-20.199347846310246,100,-6.672485447726063,4.856994705840394,-1.3895507472484918,-4.4038498776080095,2.0569500516984967
171364626131148881106988139887717788239,273.63889314437915,-13.985499637530154,-953.3915264815505,654.7186789423419,100,-108.53343303486052,11.818435395861462,-1.4436119512851582,-106.66552582627823,100.25901905808041
256428643581907540495945896685563741862,348.4247381260282,-24.02388160905737,-404.63676445981014,69.58717937968598,100,31.814003621554825,9.166897454087014,5.628168776649945,-47.756507858883,-17.225101799585065
259980644496539258835063764516395937344,200.40635860511662,-42.642622315955606,-779.5687964007622,41.61739844370897,100,-88.60711364797308,11.815321465865825,118.07219480461097,-72.44860285943504,-95.52810056416132
322383944185860647378406674973817756245,158.15631004434923,0.3294721306461099,-610.9804904431543,-130.77544865940456,100,41.7522322210513,10.981781716253058,-45.404777923621694,-27.733805655925707,-20.008720829190835
339862659206422286281016436058282309435,222.91653750043966,75.43477916523432,-298.248201726156,-55.48144324163166,100,-35.555301713559025,10.709720487500256,8.40223679744425,-33.92724199622599,-5.672422391077029
145927892775981963983389669290871565982,344.7176113445186,-82.6206735304588,1543.5027079805866,1215.6679867980322,100,-23.614137412922005,11.535545217653027,-10.601218841664933,-224.58547185092874,-173.54019594629764
284905010234937536087617293806542888085,72.6517064020231,58.86746763686048,-122.24512552016826,-134.66774810865581,100,-23.018019389852476,9.780571701957712,-32.1647750325599,-39.93546579869263,27.210850100389436
320573354350139633229197931122989006765,349.80998991312515,27.62247023031523,-696.1530548805478,-1615.8990375080357,100,34.13672368729544,12.291478510119132,-7.97763887953674,-189.30178342320522,4.745294056409916
10080943812227807116421002211364242816,47.0986314191295,70.90870648759483,-1959.4015626207579,-139.61751413257642,100,65.35892014480588,12.299056604127683,2.1463253909734505,-206.4269862200134,92.33984844943163
53653272709242988210082707124677896630,195.4427544369676,-88.90409378899012,215.95663260090424,-235.4459275134131,100,-81.32139247293722,0.2234823494318705,12.862470268158804,-9.359218574874518,-13.77192022148443
257083782908671232823182072105373085865,193.69396527928177,-60.10436643295107,475.8458570356855,-211.2467217583663,100,33.675294740849125,10.424485820871242,-28.415154475964975,-2.995280437422114,15.756902407191635
13486176996763384518383105872887123139,207.92978390649407,85.68449437943227,-95.24970143995245,141.69241250422465,100,-19.019701326872806,8.491332016344852,-24.36754051682744,-19.231729331259658,-17.543990684547417
138303114258864952025362058080901106360,99.62487059278165,-28.955169069634337,-296.18878115879903,-8.62340754684015,100,16.227680266195538,5.271770209455061,25.45693089237103,-12.407131092018988,1.7088937391286072
332658038721671798093987975144065997815,64.0321370876893,83.73312718384045,602.8341135792454,1354.7656340497895,100,2.1962571191818436,11.200366991366414,13.499595667611835,-107.90266095662977,20.04677206293658
8782087683508851705318582961533378357,81.34661272198318,42.362581396498115,1833.8885520928268,1130.7189520046995,100,-15.378258075759899,12.641475401892496,-20.085212313581174,-190.85089267333632,97.56928974559307
145544789922842097036395900670782159084,305.330803526616,-23.85113417847107,-447.4922687361333,-772.2915030840805,100,-34.06644105025299,12.906536460835511,-65.2786392969275,-142.79695426910774,-33.61400412922388
170987613794296004653276611445923072494,244.3127763149907,63.63305524510844,385.16934389044826,-937.1982090124279,100,30.643553198493073,11.95509052643282,77.43424526868478,-189.1686693942289,9.76874004761017
2599257765560165860918574022888614919,217.09371049076873,-50.88730996613919,-4060.25339447286,2734.7955582264126,100,-6.430762478878424,12.77508502164331,-5.5759866531369715,-454.45959480784836,182.89713044679712
220175338006059586930081882836849300041,42.85117605322251,60.260499902418104,476.1453793722832,752.7233566260148,100,-9.9299187843866,10.885894580082116,-14.61701094512877,-57.53223620487326,-33.903336781492385
276286798200570036923265828666573696624,67.21582724950615,63.65458158773478,-336.86601083498533,-564.7792622029903,100,-6.877501217120447,10.613698619802198,8.619337508038925,-60.91881454148176,18.154783378255267
156228559144164971761660703612078591903,178.71396868972482,-0.8978471581634153,379.18105179310777,-13.553194627914552,100,-5.195954095842342,9.678994304019422,34.2698807274292,17.84049834651087,-57.219368877495924
53163336233036014141353706266324431852,41.33157233917044,-80.29000496151188,-3785.967937120262,-3457.8013965789914,100,-34.773593536918376,12.167895370251566,105.40643643969551,-342.70114137061694,-16.272128191734243
136396894532477290088393409652248289917,285.1223794063679,-32.58121388015884,-157.47813733872056,-168.7993116811536,100,-49.35855655271861,9.216733038362694,-12.800944991502023,0.7738065288244584,-23.438450463565427
34949806050777024017797918650655093276,288.23430332308175,63.78252384782485,-66.74771728124615,-142.65612598223387,100,6.563819312254193,1.8380002597419998,11.498867913072452,-12.585528616919833,-16.868149402685
5175294339894648304788587433959982854,47.14139300785526,-81.42503246447127,306.1721535149777,465.99762448108305,100,-59.381464880539426,10.445635948138262,4.033586557819876,32.37093545330146,50.49546264683895
292186566529827025016006874472222114217,48.931071149048506,-14.762206846941183,-113.82900168130602,-5.086654218194233,100,53.525074128356884,2.86286520148244,7.386669939670465,-8.261730468365826,16.386980513535264
221911281222081183398903501268062830709,95.5868589192442,51.205175563769245,150.0866035214445,177.2262831870113,100,44.4122998470859,1.3849591228407743,7.1989262571907595,-9.668916755785421,7.729768287665158
244404866004152197765811589235577673864,98.37070860623149,62.35337190750002,350.8776726729749,-390.44790074470103,100,65.67285349432413,10.344934039712303,-16.255718427634697,19.33490795015709,-26.89627258767949
173824965658590936235364271939830450350,176.14101285798668,14.427455147575543,-133.41768959950628,-490.79993411109024,100,15.243529431405939,10.422584737871318,-53.842534251570676,-8.07412205199101,0.6806439380144698
156224191626275667170584294248226225575,277.5218379544989,61.784335417572606,-634.6710909201962,208.8716328786025,100,60.36279174711504,9.476750718619446,-32.2894225189222,24.966736473406215,-46.74480040940166
165356099337537147280109487865465689037,173.30965993781052,-16.518438421354773,-1575.012114558185,-1292.870589681085,100,-47.636114849849626,11.28284946296309,-24.698091009848202,-218.8088864186636,31.277561114091515
297797177263729400714827893854231192920,320.42207315459694,61.95750518392953,592.5329662582182,-322.1182020729386,100,48.51880534971223,10.949288040820948,13.538817491744048,-62.92057307267494,-37.198309794200796
262414065620120020060552457021180526181,338.374343940032,-68.35791847831442,1751.2063966101725,-2689.9803888310025,100,-0.09274809710580065,11.100471658190443,0.060507629597212634,-303.50540201513854,-12.749220054668962
221365793138508521293273770369176198040,195.32973267267343,-59.771756689198305,1807.1931811861846,-1011.9939364791273,100,-34.498821825303914,11.41798831647561,26.89969030520127,-191.2447636741257,119.79185057944208
21365661697582774077033974562971702690,21.177044259661383,-68.2517103386855,265.31909401688915,-155.89569692167143,100,45.413838068174705,1.5596236636295313,20.238691720095797,-0.8591982102803781,-8.819483688883441
120115801233120459934827588490817552341,300.1492615764563,-51.450928817083074,606.6184780255332,43.10226879007942,100,48.276944415683325,10.615418561093366,-31.885155291626123,-20.203918056879807,-78.60023246999388
23580801761124296845351832694116035217,24.971482013584286,-28.214107024412094,410.1715194668726,-375.5889400636053,100,38.16826024937768,9.113894214642501,-30.98796262444207,-33.975169698541066,41.23018977422383
19230138150419400133198012622544794564,92.66749205801666,67.29661246932315,77.79955360682013,-291.0989247185101,100,27.563999845703353,8.049295872687422,-4.138507031459414,17.87415058770302,7.793298134453492
130461134197770210087042100647692296929,54.78953247638525,-43.249203714356106,885.5426712093172,113.24622237361434,100,11.517557019322213,0.037281914416837925,-49.572811066373,-6.168532309126514,15.745109723165182
338862464166588725890728603955008455177,142.4702433779681,-15.545030042626664,-1216.2346176097137,685.6785926696599,100,-16.34947221905695,11.179387351600555,2.349844245864539,-272.54413683407154,-6.838803199042504
310809438807948081364100922117011962819,274.99841888916774,-6.245111030119304,-1151.4651568125905,-644.7122484406108,100,38.82357617135979,9.73033842525546,66.1670437927966,-57.50014233341725,-63.22614280674695
251915195422240138678078575164048123403,311.2369743375472,31.307006650063244,614.1297776250914,184.1543576035566,100,-47.39486027596694,9.870254029430761,-54.85924800847189,42.53637270954236,26.872554582873697
81286224929760225146362715571780458911,309.84392191507226,70.57935762075161,-686.2177514673385,109.05250334729114,100,8.76434013365834,10.04855312636899,-40.551919367735444,0.6205233855645673,-39.792132562443406
255774451715497777292019928800512670261,30.56298012248631,-71.53898063134011,846.4069663030898,555.3820183839778,100,-24.27917776428959,9.003681425860346,-52.92434016022429,-18.003942050264474,-24.859317014201988
23442466760874650798234765658921527004,92.26251081883527,-72.32580093866817,41.293166939226126,-111.29728637914893,100,-32.71581558058176,0.7428229868095126,-3.49068976947429,-4.582297390977878,11.1245166905276
335053962307812350590906520422159213149,101.07568230599124,0.666817707869626,-147.2971164932336,-250.17588580943845,100,6.433849323312364,10.683596441871238,-7.924197484925904,8.82486420117463,-21.367703489292683
156400677537704862911919767617621555963,171.61813742785193,71.90455998943239,104.9046957706193,91.7521768770029,100,-17.497377669382217,2.230630563530973,8.821608532218047,-12.017701866582035,-4.823654769972144
216544198276418705173574178768200548952,98.0718736635017,77.85231116247905,179.70489911738954,928.6671523585452,100,34.015530840433414,11.114120423027245,0.8421129559880719,25.703639875847017,-102.80698512790177
152881545005571922790788000290200553514,45.077427109217055,71.29877930316997,41.090810303160126,277.36123577605696,100,-42.31971483439238,9.335353009403912,-11.364373443026013,-52.2005550381152,49.315890510852434
212681910769487767324732915451067647191,265.5896764626684,59.4814038459663,-292.9051504419226,-75.58529984900998,100,-20.53981056122148,4.0238024759733415,-16.105360792806675,1.082613029237408,8.038243062504543
121197975646403891507268127936818577964,260.54221880779437,-21.087046926820648,-92.2419176759632,-7.124381555258287,100,-32.84399934996022,10.7698844253294,-3.0751975806678784,-8.65780801413128,-6.539739899020339
97344196219171375229511398158241448842,45.478560034926005,69.19532057786162,-67.87365472173808,113.78760424811148,100,-66.92855542772698,9.369784736100577,-2.949048764916673,19.410992377697134,14.297603424324404
158393659201601585050866387972312719994,216.57666530054883,71.87942243766184,47.28915124425262,11.564802373135015,100,74.48949012056283,9.172947969779756,-26.08113640882571,14.962236615218309,7.531699670955349
